location,fault_severity,proba_0,proba_1,proba_2
location 139,1,0.4145376917926696,0.5774813651264972,0.007980943080833514
location 793,0,0.8865545122610543,0.0864420154988175,0.027003472240128116
location 122,0,0.9522866315142504,0.04262637364508476,0.005086994840664696
location 314,0,0.9127100215235265,0.08074542340236163,0.006544555074111824
location 795,0,0.797074715314901,0.1914069886962894,0.011518295988809686
location 696,0,0.7100975442373514,0.25549757795776507,0.03440487780488366
location 479,0,0.9512390149665669,0.04320953450058802,0.00555145053284499
location 1083,1,0.38573236112251724,0.4533562337920627,0.1609114050854199
location 821,0,0.35718494360274233,0.30150973359104866,0.341305322806209
location 515,0,0.9691573053359377,0.02590679177920401,0.004935902884857919
location 684,2,0.2104551919204814,0.17447343397982232,0.6150713740996964
location 794,0,0.8602376379895259,0.12012100148655731,0.01964136052391666
location 151,1,0.4662118804791336,0.523830627560977,0.009957491959889203
location 695,0,0.7222397537594054,0.24299721971050978,0.034763026530084805
location 471,0,0.9646876064669129,0.03095548768101013,0.004356905852077096
location 714,1,0.35185629611758407,0.6262440552293529,0.021899648653062983
location 839,0,0.6658961414685844,0.2790162612058502,0.05508759732556524
location 484,0,0.6974268925858303,0.292905356700572,0.009667750713597682
location 821,2,0.32852464528234415,0.2497801540623666,0.4216952006552893
location 1052,2,0.22461131271128737,0.2781332111636873,0.4972554761250253
location 51,0,0.8078996980657209,0.1807269638454937,0.011373338088785217
location 995,2,0.07188736439670654,0.11257451686505267,0.8155381187382408
location 122,0,0.9595836924965844,0.035595551880520715,0.004820755622894951
location 994,0,0.9273972157173984,0.062413018250507546,0.01018976603209427
location 1052,2,0.189778604858643,0.23311645455488292,0.5771049405864743
location 7,0,0.9239372750794854,0.0566143090323362,0.019448415888178257
location 460,1,0.4033948089704151,0.5888356243020645,0.007769566727520139
location 481,0,0.9646492391502857,0.029439731467372533,0.005911029382341919
location 653,1,0.31068065817715834,0.48858864248223827,0.2007306993406033
location 1008,2,0.2414732758407433,0.19225822296586167,0.566268501193395
location 7,0,0.9106275120921332,0.07261449908475362,0.016757988823113086
location 707,0,0.8825035991942073,0.09887962476629657,0.0186167760394964
location 476,0,0.9517044131847949,0.04314680390343034,0.00514878291177481
location 467,0,0.8894444285659125,0.10384741873175404,0.006708152702333336
location 1083,1,0.38927245800854043,0.46213081942486556,0.1485967225665938
location 1016,0,0.5432533424467672,0.3753603059114904,0.08138635164174263
location 518,0,0.9754479818339475,0.020143441482428696,0.004408576683623739
location 8,0,0.7582014946394713,0.22202219202066673,0.019776313339861937
location 742,0,0.6912337735945737,0.2874426314119932,0.021323594993433153
location 373,0,0.969192498941202,0.025888849734821077,0.004918651323977021
location 466,0,0.9531883552846784,0.04092549711177536,0.005886147603546499
location 627,0,0.5635013582111265,0.38150990836723453,0.054988733421639076
location 256,0,0.6568423358471297,0.3333041977595218,0.009853466393348444
location 124,0,0.910491941886615,0.08314984987447338,0.006358208238911328
location 881,0,0.5507348267193473,0.3850845076057715,0.06418066567488132
location 126,0,0.9682553903602389,0.027179718343383546,0.004564891296377412
location 118,0,0.9553463896153324,0.039819091345923714,0.0048345190387439636
location 931,0,0.48435978940942237,0.16560771094498059,0.35003249964559685
location 140,0,0.749618847368654,0.23984397093986617,0.010537181691479871
location 267,0,0.5786024664010044,0.4119738943736535,0.009423639225342072
location 1080,1,0.40242948767220754,0.5577942772221162,0.03977623510567651
location 124,0,0.9597449811008633,0.035479094559780475,0.00477592433935618
location 495,0,0.965070287869413,0.029788948237676437,0.005140763892910691
location 477,0,0.9716192319351129,0.02340260952231831,0.004978158542568596
location 424,0,0.8425546120471825,0.14957165731001645,0.007873730642800936
location 91,0,0.9590385957723646,0.03548518969226386,0.005476214535371606
location 942,1,0.318764645375271,0.6540883452057821,0.027147009418946894
location 844,1,0.29747811105480965,0.5709716806149969,0.1315502083301936
location 710,0,0.9306568816595338,0.058110619343191144,0.011232498997275122
location 1104,0,0.7322694555362788,0.2561822413287249,0.011548303134996347
location 1031,0,0.5539254792490037,0.3917464367534714,0.054328083997524895
location 128,0,0.9346299986015687,0.05992320667376127,0.0054467947246701785
location 628,0,0.5955212373375052,0.31871900613273113,0.08575975652976366
location 768,0,0.6736998357154949,0.29742345278960947,0.028876711494895787
location 1050,1,0.2786851626334305,0.6841954996181048,0.037119337748464695
location 1100,2,0.1661923743327713,0.15401844476301912,0.6797891809042096
location 957,0,0.6182713648496904,0.37099430608858375,0.010734329061725984
location 692,0,0.6046822629665142,0.3566905326846011,0.03862720434888472
location 821,2,0.36520938400723996,0.22970463067821506,0.4050859853145449
location 469,0,0.9501843306372768,0.04455987103106222,0.005255798331660892
location 122,0,0.8905145826197853,0.10264851324650642,0.006836904133708204
location 839,0,0.5427236550218107,0.42385051820935077,0.0334258267688385
location 1008,1,0.21014401446177844,0.6152142985520948,0.1746416869861269
location 1093,0,0.7342562125007926,0.20307811883883717,0.06266566866037025
location 479,0,0.9540283803715774,0.040851041670516605,0.005120577957906167
location 277,0,0.6768952885371836,0.3131483184635838,0.009956392999232514
location 124,0,0.95794119883989,0.03748365322286072,0.00457514793724951
location 444,0,0.889218345863754,0.10315476001197528,0.007626894124270784
location 821,0,0.41652249408356845,0.16895713649599037,0.4145203694204411
location 627,0,0.7212668293949215,0.19498181534357445,0.08375135526150419
location 1061,1,0.1507079243273736,0.6403272176441266,0.20896485802849984
location 325,0,0.7901153550097383,0.20040038655095202,0.009484258439309652
location 155,0,0.5383122427181146,0.4515867468186245,0.01010101046326099
location 1100,2,0.24268744131917291,0.33159968884725316,0.4257128698335739
location 893,0,0.5264154586220756,0.4118860703915167,0.06169847098640773
location 696,1,0.3429667385633687,0.6287542513601397,0.028279010076491598
location 1104,0,0.8844094930696385,0.09927625091072942,0.01631425601963223
location 977,1,0.4666297781913314,0.516392961077936,0.01697726073073255
location 485,0,0.9639054120003875,0.03177470483127001,0.004319883168342709
location 505,0,0.9748026372448859,0.020720888639245427,0.0044764741158686006
location 519,0,0.9458482675941443,0.04877261652698035,0.0053791158788754736
location 124,0,0.9224897666450023,0.0714541012865391,0.006056132068458862
location 943,1,0.40878804494771437,0.5534117072019411,0.03780024785034455
location 1031,1,0.46663885876485706,0.4904432400425407,0.04291790119260223
location 1042,1,0.23042759089710366,0.4702181584730802,0.2993542506298162
location 507,0,0.9566752217650121,0.03857557923899717,0.004749198995990853
location 707,0,0.9062834660696205,0.07626083230948748,0.017455701620891988
location 288,0,0.5903515258697447,0.3911134808004991,0.018534993329755983
location 842,0,0.7281762473885459,0.25768226131767696,0.014141491293777031
location 845,1,0.224169079607524,0.4746356563881132,0.3011952640043626
location 1024,0,0.9302152917737783,0.05629596393261553,0.01348874429360617
location 931,1,0.41076428436383206,0.4954584177101045,0.09377729792606329
location 1107,2,0.4077245589443058,0.1817921503646706,0.41048329069102363
location 9,0,0.9262337493139126,0.0387391866721957,0.03502706401389177
location 600,2,0.34379187850883597,0.22702639563618257,0.42918172585498154
location 1084,1,0.36827835417994687,0.5944266828085573,0.037294963011495916
location 1032,1,0.34234162599667695,0.6294406203492187,0.028217753654104265
location 390,0,0.8786595569340493,0.11460654898284699,0.00673389408310382
location 124,0,0.9608969436264823,0.03442353795841554,0.004679518415102068
location 491,0,0.9531663963730667,0.041436212788081794,0.005397390838851446
location 470,0,0.7511686220341648,0.22757059005965263,0.021260787906182622
location 821,1,0.3372271154845611,0.48841592961009533,0.17435695490534353
location 684,1,0.24583216532212956,0.5143602048738578,0.23980762980401274
location 839,0,0.7905923123137965,0.19181969143849076,0.017587996247712994
location 653,1,0.28153974839559476,0.4170691639615147,0.3013910876428904
location 122,0,0.9614194428987183,0.034132735423802914,0.004447821677478855
location 468,0,0.8809392666188024,0.11204706390683511,0.007013669474362356
location 793,0,0.941722411488604,0.047338323053077176,0.010939265458318982
location 646,1,0.28730430658347345,0.4797964851843734,0.23289920823215318
location 380,0,0.9479883107212395,0.04669628011543772,0.005315409163322972
location 691,0,0.7487687103555976,0.197471358908419,0.05375993073598326
location 834,2,0.32334757935718966,0.274221086935655,0.4024313337071554
location 931,0,0.46604722002688764,0.15736930402147906,0.3765834759516332
location 704,2,0.20390713488083484,0.19787984029006297,0.5982130248291022
location 919,0,0.5351603430709059,0.40786718599307886,0.05697247093601535
location 839,0,0.746375900771379,0.21351248184730484,0.040111617381316134
location 1026,1,0.32960263449458216,0.6423268821575164,0.02807048334790131
location 1067,1,0.4797438484551835,0.48449199150584704,0.035764160038969525
location 838,0,0.8656980033106197,0.11645888106839454,0.01784311562098586
location 760,0,0.6878550340874476,0.2938552396666213,0.01828972624593086
location 1019,0,0.8793448096771167,0.09955799852496051,0.021097191797922674
location 860,0,0.797074715314901,0.1914069886962894,0.011518295988809686
location 802,1,0.40788292064077647,0.5530421334030737,0.03907494595614998
location 949,1,0.3408533236592202,0.630865064990368,0.02828161135041176
location 963,0,0.9182344990012533,0.06861899329327315,0.013146507705473315
location 704,2,0.31436477600608853,0.3317880401427193,0.35384718385119224
location 239,0,0.884715416254792,0.1084707199086346,0.0068138638365735
location 375,0,0.9444988949107759,0.04966676631638388,0.005834338772840222
location 469,0,0.9695483473284779,0.025558282527419086,0.004893370144102889
location 1117,0,0.7866834183267808,0.19320382824763116,0.020112753425588173
location 375,0,0.9406993920027642,0.05335259601395983,0.005948011983276022
location 878,0,0.9499426150218395,0.03141148860528593,0.01864589637287463
location 613,2,0.35501971296057633,0.24217705590439959,0.4028032311350241
location 790,0,0.6187750177657927,0.3673733299438789,0.013851652290328198
location 481,0,0.9647389261662156,0.029365041090090006,0.005896032743694433
location 897,2,0.2312644040588819,0.36211641785468757,0.40661917808643055
location 957,0,0.6716101247686185,0.284245069194113,0.044144806037268496
location 902,1,0.2796220422671213,0.6912842734875617,0.02909368424531689
location 821,1,0.17668565155372465,0.6446641376982186,0.1786502107480567
location 1095,0,0.7364159816869135,0.22533573989986164,0.03824827841322497
location 827,0,0.6689118841617676,0.3018570780095577,0.029231037828674592
location 885,0,0.9426805559774222,0.04445658255176511,0.012862861470812873
location 1078,0,0.6663173020128982,0.2878957817142244,0.0457869162728774
location 704,2,0.1852573951491749,0.18268925352249968,0.6320533513283253
location 1034,0,0.6278988219350438,0.3414687773778335,0.030632400687122783
location 600,1,0.26368368054580565,0.5588257988472971,0.17749052060689727
location 638,2,0.3228297685360211,0.1785446854921908,0.49862554597178815
location 912,1,0.3696512360051994,0.5992152784244061,0.031133485570394498
location 603,1,0.2576782940472637,0.6596452571962136,0.08267644875652264
location 1030,0,0.8348102364757278,0.14601772762869553,0.019172035895576773
location 664,0,0.7467256823954972,0.219787409884641,0.03348690771986165
location 756,1,0.22313843372713554,0.7037834803408204,0.07307808593204411
location 485,0,0.8894444285659125,0.10384741873175404,0.006708152702333336
location 851,1,0.43921695386437315,0.5190362990080831,0.041746747127543775
location 448,0,0.8581916912245753,0.13314400050567612,0.008664308269748807
location 373,0,0.9691565777778934,0.02590677233066385,0.004936649891442475
location 1107,0,0.7664104825663439,0.1362333070135418,0.0973562104201141
location 137,0,0.8701895732820043,0.11918997027869566,0.010620456439300143
location 914,1,0.4553091991649763,0.493863713658645,0.05082708717637856
location 460,0,0.6876377757143739,0.3026334209878546,0.009728803297771385
location 477,0,0.9561318538334534,0.0391586362986701,0.004709509867876483
location 763,2,0.2900880557973433,0.2964082641185196,0.4135036800841369
location 445,0,0.951560295251488,0.04322714725860288,0.00521255748990926
location 573,0,0.8078996980657209,0.1807269638454937,0.011373338088785217
location 924,2,0.21393403066056055,0.13250039060834926,0.6535655787310901
location 126,0,0.9675244980248854,0.027934634446739586,0.0045408675283749094
location 866,2,0.05496983242924675,0.08361764959598215,0.8614125179747711
location 313,0,0.8854341063286271,0.10759474697392546,0.006971146697447602
location 469,0,0.9751972222569336,0.020366039694712776,0.004436738048353641
location 123,0,0.9156625905997102,0.07806232020197842,0.006275089198311076
location 468,0,0.9519623656975066,0.04319053938780986,0.004847094914683818
location 821,2,0.36153071325838043,0.21444452860222732,0.4240247581393924
location 790,0,0.8321572386362942,0.15308330567975276,0.014759455683953116
location 519,0,0.9410428790180971,0.0533399424292513,0.005617178552651465
location 445,0,0.8894444285659125,0.10384741873175404,0.006708152702333336
location 667,0,0.7297560618158084,0.17524130121207449,0.09500263697211712
location 919,0,0.6087931494028943,0.3801857178924906,0.011021132704615114
location 735,0,0.9051984938315097,0.07804262876902598,0.01675887739946415
location 441,0,0.6673880922744703,0.3225940838768772,0.010017823848652723
location 242,0,0.9466802540343338,0.048151439068687844,0.00516830689697855
location 735,0,0.8894211110064894,0.0956451516532352,0.014933737340275359
location 22,0,0.8078996980657209,0.1807269638454937,0.011373338088785217
location 465,0,0.9635841498247618,0.03151132435430329,0.004904525820934906
location 532,0,0.7095992712163066,0.27019287491914207,0.020207853864551237
location 661,1,0.40365538514345556,0.49879033561117014,0.09755427924537435
location 135,0,0.9701571650547463,0.025379162101632078,0.004463672843621694
location 102,0,0.9302554180921092,0.06410533359975316,0.005639248308137625
location 445,0,0.9507365311511979,0.04409785634041726,0.005165612508384762
location 476,0,0.9689583935037975,0.02546003700899717,0.005581569487205297
location 706,1,0.47216794202367746,0.48608765660169473,0.041744401374628023
location 794,1,0.4203816202615319,0.559693525880197,0.019924853858271235
location 744,0,0.5053857149819638,0.4811294987172854,0.013484786300750874
location 382,0,0.9346299986015687,0.05992320667376127,0.0054467947246701785
location 381,0,0.731463679801113,0.25739090094183426,0.011145419257052664
location 1053,1,0.24683107254616046,0.7323271481698205,0.020841779284018994
location 742,0,0.797507844915417,0.17955890447858439,0.02293325060599852
location 897,0,0.7944728998637293,0.17701884432348844,0.02850825581278234
location 477,0,0.8177226116455567,0.17212981408352676,0.010147574270916471
location 7,0,0.8872490940609195,0.09754161494115739,0.015209290997923234
location 242,0,0.9721978392759327,0.02308353365620927,0.00471862706785792
location 891,0,0.9195465560372417,0.06783281686635172,0.01262062709640681
location 485,0,0.9594518530058435,0.03573367134543918,0.004814475648717205
location 856,1,0.13903500366214255,0.836746994517924,0.024218001819933256
location 891,0,0.9302430433445559,0.05625573299201212,0.013501223663432229
location 1099,2,0.29306219966448627,0.14915243498254943,0.5577853653529643
location 916,0,0.797074715314901,0.1914069886962894,0.011518295988809686
location 763,1,0.3060229167941576,0.396748604384866,0.2972284788209766
location 83,0,0.5863724453687923,0.3798149351800182,0.03381261945118948
location 243,0,0.9041908417379275,0.08950874130338246,0.006300416958689982
location 704,0,0.8314959383355486,0.09831406658848861,0.07018999507596284
location 704,1,0.2295258618974016,0.5722417857599064,0.19823235234269185
location 1019,0,0.5400854425839048,0.3459776474016684,0.113936910014427
location 116,0,0.9346299986015687,0.05992320667376127,0.0054467947246701785
location 465,0,0.9691755163483771,0.02590727858243476,0.0049172050691881405
location 67,0,0.7818324956884152,0.19699158821273802,0.021175916098846944
location 818,1,0.31837252020310175,0.6618731550358475,0.01975432476105069
location 135,0,0.9397581125278662,0.0545600230696762,0.005681864402457496
location 653,0,0.7223052798354306,0.25570441109825265,0.02199030906631671
location 627,0,0.563734866857278,0.39590377410306704,0.040361359039654904
location 938,0,0.5034262267433174,0.4407195507930591,0.05585422246362355
location 326,0,0.9267602106875095,0.06726257632239378,0.005977212990096602
location 1008,1,0.19957361736687143,0.6184058963304666,0.1820204863026619
location 122,0,0.9218035886831305,0.07228280561825555,0.005913605698614039
location 1100,2,0.12144598043935471,0.18162888277275838,0.6969251367878868
location 1086,1,0.16435683862678732,0.4515025699859505,0.3841405913872622
location 253,0,0.6963316094138016,0.293020259825827,0.010648130760371357
location 976,1,0.2214477328792734,0.5767515645577189,0.20180070256300756
location 976,0,0.7736794190873065,0.20697497967877374,0.019345601233919943
location 283,0,0.8477274978726244,0.14472002857490704,0.007552473552468425
location 921,1,0.16843109849974916,0.6506191035648082,0.18094979793544255
location 972,1,0.45837409779994515,0.528345993910606,0.013279908289448833
location 1107,0,0.8335311816875995,0.08269791061491277,0.0837709076974877
location 520,0,0.9388727949145678,0.05556609470238721,0.005561110383044999
location 803,1,0.33813108034129596,0.6338011126029659,0.028067807055738223
location 124,0,0.9414952911383909,0.053460519643047856,0.0050441892185612135
location 886,1,0.28714943979891694,0.6858301648034348,0.027020395397648223
location 821,1,0.40299888593077876,0.42903523190722037,0.16796588216200067
location 925,0,0.7883876241737384,0.12489444084259489,0.08671793498366671
location 899,0,0.5745214479323124,0.346556967870779,0.07892158419690881
location 963,0,0.9184606030132928,0.07037299679865801,0.011166400188049113
location 1045,0,0.795242943814427,0.18290834187882574,0.021848714306747147
location 20,1,0.4808583398351736,0.49705640244593857,0.02208525771888787
location 1052,0,0.8290405845635186,0.11541347269994559,0.05554594273653575
location 249,0,0.5225702599211097,0.4669296209309617,0.010500119147928614
location 505,0,0.9750593487699742,0.020452880769709664,0.004487770460315974
location 1050,0,0.864246531914745,0.11785915862779325,0.017894309457461652
location 1079,0,0.797074715314901,0.1914069886962894,0.011518295988809686
location 1007,1,0.45888145955990906,0.5175853012418234,0.023533239198267553
location 1075,2,0.23118095501374367,0.290553375495611,0.47826566949064536
location 624,0,0.797074715314901,0.1914069886962894,0.011518295988809686
location 919,0,0.5621479570554241,0.36346826571299423,0.07438377723158159
location 298,0,0.5858200683501944,0.40402789765150304,0.01015203399830236
location 108,1,0.47380322277856046,0.5160918114254656,0.010104965795973793
location 853,0,0.8548927022442344,0.1221575791010077,0.02294971865475805
location 962,2,0.3527989890513302,0.27753123626616266,0.36966977468250706
location 810,1,0.2268462942350755,0.4673886473730749,0.3057650583918497
location 976,2,0.21760336387441204,0.14650636942695033,0.6358902666986376
location 1063,0,0.8614850120166586,0.11835041484829079,0.02016457313505055
location 126,0,0.9615777440789641,0.03389761943761241,0.0045246364834234665
location 424,0,0.5681215274610771,0.41012028347497964,0.021758189063943233
location 619,0,0.7043249437819956,0.20162040175971355,0.09405465445829068
location 518,0,0.974623967406746,0.020662512053115676,0.00471352054013859
location 262,0,0.797074715314901,0.1914069886962894,0.011518295988809686
location 300,0,0.8693802385680781,0.1225899873052504,0.008029774126671718
location 240,0,0.5371915056872155,0.4526148218227229,0.010193672490061574
location 1038,0,0.5573158439611853,0.4051444258491154,0.03753973018969933
location 767,1,0.33265438239954986,0.6508779081333812,0.016467709467068888
location 1050,0,0.7164494709111883,0.25788236053595387,0.02566816855285801
location 984,0,0.8625339142096056,0.11838266863657047,0.019083417153823855
location 118,0,0.9505736134902922,0.04425583794190211,0.005170548567805773
location 722,1,0.3408533236592202,0.630865064990368,0.02828161135041176
location 242,0,0.9721811591673551,0.023083137609404614,0.004735703223240173
location 1019,0,0.8942368820123936,0.08275200478690536,0.023011113200700997
location 1044,0,0.9312753066663781,0.05749059815734429,0.011234095176277461
location 895,1,0.21269184430605295,0.44557322759400136,0.3417349280999456
location 535,2,0.2926224101386661,0.22608945821957194,0.4812881316417621
location 893,0,0.6098908758705193,0.2835578115914508,0.10655131253802987
location 1042,0,0.9250722578344706,0.04882599692593557,0.026101745239594035
location 995,2,0.07345963045526661,0.21504576777058684,0.7114946017741467
location 509,0,0.9554939040486133,0.03967627417669709,0.004829821774689494
location 305,0,0.9346299986015687,0.05992320667376127,0.0054467947246701785
location 374,0,0.9691568485887013,0.025906779569776814,0.004936371841521958
location 9,0,0.8379468576076377,0.14329727574733986,0.018755866645022535
location 976,1,0.24354021345820562,0.514673845490883,0.24178594105091147
location 309,0,0.9337066707896287,0.06084950669725685,0.005443822513114616
location 1107,2,0.25316601404991934,0.2887441761776921,0.4580898097723885
location 820,0,0.6757696021442624,0.31006037378908247,0.014170024066655199
location 836,0,0.9273972157173984,0.062413018250507546,0.01018976603209427
location 814,0,0.9098680998071554,0.07373466673050268,0.016397233462341863
location 893,0,0.604673933370638,0.28992793071669054,0.10539813591267147
location 803,1,0.43853425183106465,0.5253276113403674,0.03613813682856807
location 380,0,0.9488842851372276,0.04583364140572017,0.005282073457052219
location 1031,0,0.47175431666303624,0.467989490831862,0.06025619250510181
location 83,1,0.4218746408893736,0.5650577163249102,0.01306764278571628
location 563,0,0.8632059072472474,0.1188200975908547,0.017973995161897977
location 627,0,0.746597972329615,0.23770791049460685,0.01569411717577825
location 1011,1,0.3360027415243789,0.6032081336954062,0.060789124780215045
location 1117,0,0.6473070626261695,0.3214657807419251,0.031227156631905253
location 1010,0,0.7844489906129435,0.20085536024377332,0.014695649143283139
location 1015,1,0.4392619206385309,0.5245399777871138,0.03619810157435542
location 744,2,0.29522174035734833,0.08627453107875638,0.6185037285638952
location 126,0,0.9570358059122818,0.03796724023098326,0.004996953856734859
location 560,0,0.5655385194674162,0.40506117320133306,0.029400307331250666
location 1008,0,0.5891141333686911,0.1289642923896037,0.2819215742417052
location 507,0,0.9626658930931786,0.0324932434390989,0.0048408634677225065
location 385,0,0.8375214946951252,0.15470389630558765,0.0077746089992871085
location 794,0,0.8023329223796799,0.1771517700742841,0.020515307546035987
location 373,0,0.9632217097193867,0.03195354870445872,0.0048247415761543365
location 102,0,0.6557950333873835,0.3343214278628301,0.009883538749786282
location 500,0,0.8364330310036905,0.15440192950791876,0.009165039488390791
location 251,0,0.8327941147496506,0.15735437594686394,0.00985150930348548
location 89,1,0.41528642759466017,0.5748186123632747,0.00989496004206499
location 878,0,0.9202383982157893,0.06840680420532252,0.011354797578887884
location 895,1,0.1441487442653212,0.5321532238506317,0.3236980318840473
location 734,0,0.8304428536696868,0.14955878633721612,0.019998359993096987
location 812,0,0.7960028432201517,0.1248321571315958,0.07916499964825248
location 469,0,0.797074715314901,0.1914069886962894,0.011518295988809686
location 169,0,0.9154938466715934,0.07805382509413528,0.006452328234271424
location 479,0,0.6772118348465442,0.30057843281121144,0.022209732342244503
location 1008,0,0.7087243434557925,0.262850185467377,0.028425471076830345
location 723,0,0.8625339142096056,0.11838266863657047,0.019083417153823855
location 734,2,0.2707376580184385,0.19697884389806006,0.5322834980835014
location 943,1,0.28717424298287464,0.6870623198769785,0.02576343714014678
location 943,1,0.274066636312037,0.6991577881092378,0.026775575578725227
location 684,2,0.2104551919204814,0.17447343397982232,0.6150713740996964
location 288,0,0.562548194596634,0.4174630856210791,0.019988719782286984
location 1086,2,0.14167031768572647,0.3339521024007257,0.5243775799135477
location 763,0,0.5446957301100105,0.11186678419908444,0.34343748569090515
location 441,0,0.7869400530820452,0.20132762916661698,0.01173231775133784
location 475,0,0.9492461443302581,0.04518139446758701,0.005572461202154878
location 1075,0,0.506021492060543,0.4439762185944954,0.05000228934496165
location 893,0,0.6898928773439772,0.17050098559828714,0.13960613705773578
location 902,0,0.4896839779263703,0.46610224569173486,0.04421377638189501
location 805,0,0.9083646549904996,0.07506086290977332,0.016574482099727082
location 810,1,0.27825126484284923,0.372824554522577,0.3489241806345737
location 1036,0,0.797376187019916,0.18127051243859416,0.021353300541489845
location 745,1,0.2403281550315833,0.5021379395500954,0.2575339054183212
location 206,0,0.7184069582497478,0.27108266620007954,0.010510375550172773
location 821,1,0.12978977854586826,0.5174249953570556,0.35278522609707624
location 270,0,0.7555901279766811,0.23480000014559516,0.009609871877723617
location 653,0,0.7328896311650104,0.21966994230489387,0.0474404265300958
location 114,1,0.37873814635812847,0.6104000643868583,0.0108617892550132
location 834,1,0.3138672114884715,0.35284711298120935,0.3332856755303191
location 834,0,0.9312482018491777,0.041073840749176874,0.027677957401645633
location 56,0,0.5315959293586303,0.449437701118611,0.01896636952275872
location 147,0,0.9488075615932041,0.045902602011172244,0.005289836395623833
location 962,0,0.8992583050248142,0.0831399071582268,0.01760178781695889
location 450,0,0.6835185138602128,0.30664800822077815,0.009833477919008958
location 879,0,0.9275155108624452,0.062299509296357934,0.010184979841196682
location 638,2,0.31665644725016023,0.10018979289752976,0.5831537598523102
location 72,0,0.5701111178218354,0.39314426678069775,0.036744615397466665
location 738,1,0.3569068863956607,0.62282202958754,0.020271084016799237
location 1019,1,0.15823428108719126,0.6760230321146389,0.16574268679816995
location 1019,0,0.7831269981581149,0.17087331728816424,0.045999684553720784
location 839,1,0.33758612151858997,0.6341399473742098,0.028273931107200206
location 253,0,0.9179170453322031,0.07580104243923316,0.006281912228563693
location 507,0,0.8922202796560242,0.10098175254815908,0.006797967795816793
location 955,0,0.707019610249282,0.2592622751653865,0.03371811458533161
location 646,0,0.718355797003682,0.24564161014660704,0.03600259284971117
location 931,0,0.4470384737840623,0.4467960226760897,0.10616550353984788
location 534,0,0.6324119928787412,0.3552794301766578,0.01230857694460117
location 889,0,0.9182650560294294,0.07054176463087128,0.011193179339699497
location 756,0,0.5652316705410044,0.3728129964234994,0.061955333035496066
location 998,0,0.7030162067230563,0.27459220438068926,0.022391588896254304
location 795,0,0.9080256035201781,0.04662383588039492,0.0453505605994267
location 760,1,0.3857786711503535,0.5829534322225471,0.0312678966270995
location 810,2,0.11691629929322725,0.20419120804488583,0.678892492661887
location 899,1,0.4774127120404365,0.49407339786897675,0.028513890090586715
location 471,0,0.7557247733517618,0.23467314444949694,0.009602082198741145
location 470,0,0.7854182615840084,0.2053703222949308,0.009211416121061002
location 1042,2,0.30306227901398985,0.3421418647467483,0.3547958562392619
location 506,0,0.9752438605781197,0.020310576595608292,0.004445562826272018
location 704,2,0.25955544561323374,0.2485355818783404,0.49190897250842575
location 793,0,0.9207041814056774,0.06677184047744578,0.012523978116876935
location 197,0,0.9346299986015687,0.05992320667376127,0.0054467947246701785
location 1080,1,0.34789685375853885,0.6205865446955715,0.03151660154588951
location 748,0,0.7962506267664203,0.19223168107477304,0.01151769215880664
location 102,0,0.9412194353214395,0.053806647345985205,0.00497391733257511
location 497,0,0.9458482675941443,0.04877261652698035,0.0053791158788754736
location 520,0,0.9488073027014005,0.04590258948617992,0.005290107812419671
location 171,0,0.6415901412926425,0.3467750982986223,0.011634760408735288
location 12,1,0.4599463373948659,0.504416770639349,0.03563689196578502
location 240,0,0.7968161950612976,0.19419731142879787,0.00898649350990448
location 802,0,0.49486578111114876,0.47255716727762026,0.03257705161123091
location 3,0,0.649424221623155,0.31876889479488574,0.031806883581959364
location 476,0,0.9259410306374006,0.06700187208887946,0.007057097273719975
location 651,0,0.5045638705798353,0.44717347267812646,0.04826265674203808
location 2,1,0.24236393151048075,0.737811624538992,0.019824443950527165
location 114,0,0.8942312914098642,0.09896226073427937,0.006806447855856655
location 248,0,0.9346299986015687,0.05992320667376127,0.0054467947246701785
location 734,1,0.17632874249875,0.6826129410251175,0.14105831647613257
location 350,0,0.8560672385682588,0.12535268668099211,0.018580074750749184
location 159,0,0.9337066707896287,0.06084950669725685,0.005443822513114616
location 8,0,0.8945123072736583,0.09092692999527494,0.014560762731066625
location 512,0,0.6568423358471297,0.3333041977595218,0.009853466393348444
location 814,0,0.8528952828280807,0.1291201574298005,0.017984559742118787
location 878,0,0.9311744900906439,0.05619867394912674,0.01262683596022905
location 122,0,0.9410428196340254,0.053339939063259144,0.005617241302715436
location 485,0,0.9704773051222885,0.02515008798989234,0.004372606887819135
location 1120,1,0.37458170778822897,0.4834089030907785,0.14200938912099262
location 1094,0,0.864266665643001,0.11396855990372827,0.02176477445327075
location 684,2,0.298429726264018,0.2818501385180885,0.41972013521789364
location 100,0,0.6543028174465211,0.3358818121503706,0.009815370403108396
location 601,0,0.7707516680304827,0.214336612923496,0.014911719046021453
location 480,0,0.5746439964132241,0.349377148003821,0.07597885558295495
location 325,1,0.4736230405834745,0.5162391760340128,0.010137783382512741
location 808,0,0.9199308884937387,0.06530807265802227,0.01476103884823903
location 836,0,0.9302152917737783,0.05629596393261553,0.01348874429360617
location 600,2,0.3228541578448205,0.2715363963985683,0.4056094457566112
location 894,0,0.6684798960110329,0.18996482233280776,0.14155528165615935
location 371,1,0.4710681931824863,0.5178856235325815,0.011046183284932102
location 476,0,0.9713089552989966,0.02394560388972007,0.0047454408112833175
location 1099,0,0.8221114332735596,0.13712758443220835,0.040760982294232063
